"Authors","Article Title","Source Title","Publication Year","DOI","Document Type","Institution Address","Institution","Country"
"Miranda, C. C.; de Filippis, I.; Pinto, L. H.; Coelho-Souza, T.; Bianco, K.; Cacci, L. C.; Picao, R. C.; Clementino, M. M.","Genotypic characteristics of multidrug-resistant Pseudomonas aeruginosa from hospital wastewater treatment plant in Rio de Janeiro, Brazil","JOURNAL OF APPLIED MICROBIOLOGY","2015.0","10.1111/jam.12792","Article","Fiocruz MS, Inst Nacl Controle Qualidade Saude, BR-21045900 Rio De Janeiro, BrazilUniv Estado Rio de Janeiro, Dept Bioquim, Inst Biol Roberto Alcantara Gomes, BR-20550011 Rio De Janeiro, BrazilUniv Fed Rio de Janeiro, Inst Microbiol Paulo de Goes, Rio De Janeiro, Brazil",NA,"Brazil"
"Nacif-Marcal, Lorena; Pereira, Gracielle R.; Abranches, Monise V.; Costa, Natalia C. S.; Cardoso, Silvia A.; Honda, Eduardo R.; de Paula, Sergio O.; Feio, Renato N.; Oliveira, Leandro L.","Identification and characterization of an antimicrobial peptide of Hypsiboas semilineatus (Spix, 1824) (Amphibia, Hylidae)","TOXICON","2015.0","10.1016/j.toxicon.2015.03.006","Article","Univ Fed Vicosa, Dept Gen Biol, BR-36570000 Vicosa, MG, BrazilRes Ctr Trop Med CEPEM, BR-78900970 Porto Velho, RO, BrazilUniv Fed Vicosa, Dept Anim Biol, BR-36570000 Vicosa, MG, Brazil","Res Ctr Trop Med CEPEM","Brazil"
"Uliana, Michele P.; Da Silva, Ary G.; Fronza, Marcio; Scherer, Rodrigo","In vitro Antioxidant and Antimicrobial Activities of Costus spicatus Swartz used in Folk Medicine for Urinary Tract Infection in Brazil","LATIN AMERICAN JOURNAL OF PHARMACY","2015.0",NA,"Article","Univ Vila Velha, Dept Pharm, Vila Velha, ES, BrazilUniv Vila Velha, Dept Biol, Vila Velha, ES, Brazil",NA,"Brazil"
"Brambila Vieira, Maria Eliza; Vasconcelos, Ilka Maria; Tavares Machado, Olga Lima; Gomes, Valdirene Moreira; Carvalho, Andre de Oliveira","Isolation, characterization and mechanism of action of an antimicrobial peptide from Lecythis pisonis seeds with inhibitory activity against Candida albicans","ACTA BIOCHIMICA ET BIOPHYSICA SINICA","2015.0","10.1093/abbs/gmv071","Article","Univ Estadual Norte Fluminense, Ctr Biociencias & Biotecnol, Lab Fisiol & Bioquim Microrganismos, BR-28013602 Campos Dos Goytacazes, RJ, BrazilUniv Fed Ceara, Dept Bioquim & Biol Mol, Lab Toxinas Vegetais, Fortaleza, Ceara, BrazilUniv Estadual Norte Fluminense, Ctr Biociencias & Biotecnol, Lab Quim & Funcao Prot & Peptideos, BR-28013602 Campos Dos Goytacazes, RJ, Brazil",NA,"Brazil"
"Cespedes, Carlos L.; Alarcon, Julio; Aqueveque, Pedro M.; Lobo, Tatiana; Becerra, Julio; Balbontin, Cristian; Avila, Jose G.; Kubo, Isao; Seigler, David S.","New environmentally-friendly antimicrobials and biocides from Andean and Mexican biodiversity","ENVIRONMENTAL RESEARCH","2015.0","10.1016/j.envres.2015.08.004","Review","Univ Bio Bio, Grp Invest Quim & Biotecnol Prod Nat Bioact, Dept Ciencias Basicas, Fac Ciencias,Phytochem Ecol, Chillan 3780000, ChileUniv Bio Bio, Grp Invest Quim & Biotecnol Prod Nat Bioact, Dept Ciencias Basicas, Fac Ciencias,Synth Biotransformat Nat Prod Labs, Chillan 3780000, ChileUniv Concepcion, Fac Ingn Agri, Dept Agroind, Lab Microbiol & Micol Aplicada, Chillan, ChileUniv Nacl Colombia Sede Medellin, Fac Ciencias, Escuela Quim, Medellin, ColombiaUniv Nacl Autonoma Mexico, Fac Estudios Super Iztacala, Unidad UBIPRO, Lab Fitoquim, Mexico City 04510, DF, MexicoUniv Calif Berkeley, ESPM Dept, Berkeley, CA 94720 USAUniv Illinois, Dept Plant Biol, Herbarium, Urbana, IL 61801 USA",NA,"Chile"
"da Silva, Felipe M. A.; de Lima, Bruna R.; Soares, Elzalina R.; de Almeida, Richardson A.; da Silva Filho, Francinaldo A.; Correa, Wallace R.; Salvador, Marcos J.; de Souza, Antonia Q. L.; Koolen, Hector H. F.; de Souza, Afonso D. L.; Pinheiro, Maria L. B.","Polycarpol in Unonopsis, Bocageopsis and Onychopetalum Amazonian species: chemosystematical implications and antimicrobial evaluation","REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY","2015.0","10.1016/j.bjp.2015.01.003","Article","Univ Fed Amazonas, Dept Quim, BR-69077000 Manaus, Amazonas, BrazilUniv Estadual Campinas, Inst Biol, BR-13083970 Campinas, SP, BrazilUniv Fed Amazonas, Fac Ciencias Agr, BR-69077000 Manaus, Amazonas, BrazilUniv Estadual Campinas, Inst Quim, BR-13083970 Campinas, SP, Brazil",NA,"Brazil"
"Fromentin, Yann; Cottet, Kevin; Kritsanida, Marina; Michel, Sylvie; Gaboriaud-Kolar, Nicolas; Lallemand, Marie-Christine","Symphonia globulifera, a Widespread Source of Complex Metabolites with Potent Biological Activities","PLANTA MEDICA","2015.0","10.1055/s-0034-1396148","Review","Univ Paris 05, Lab Pharmacognosie, Sorbonne Paris Cite, F-75006 Paris, FranceUniv Athens, Dept Pharmacognosy & Nat Prod Chem, Fac Pharm, Athens, Greece",NA,"Other"
"Banguela-Castillo, Alexander; Ramos-Gonzalez, Pedro L.; Pena-Marey, Mabel; Tanaka, Francisco A. O.; Blassioli-Moraes, Maria Carolina; Hernandez-Rodriguez, Lester; Cabrera, Reinaldo I.","The same host but a different Muscodor: A new Muscodor albus isolate from wild pineapple (Ananas ananassoides) with potential application in agriculture","CROP PROTECTION","2015.0","10.1016/j.cropro.2015.09.022","Article","IIFT, Dept Fitopatol, Havana, CubaUniv Sao Paulo, ESALQ, Dept Entomol Fitopatol & Zool Agr, BR-13478900 Piracicaba, SP, BrazilEmbrapa Recursos Genet & Biotecnol Cenargen, Lab Semioquim, BR-770917 Brasilia, DF, Brazil","IIFT","Brazil"
"Hiradeve, Sachin M.; Rangari, Vinod D.","A review on pharmacology and toxicology of Elephantopus scaber Linn.","NATURAL PRODUCT RESEARCH","2014.0","10.1080/14786419.2014.883394","Article","Guru Ghasidas Vishwavidyalaya, Sch Pharmaceut Sci, Bilaspur 495009, Chhattisgarh, India",NA,"Other"
"Jobim, Micheli Lamberti; Vianna Santos, Roberto Christ; dos Santos Alves, Camilla Filippi; Oliveira, Raul Moreira; Mostardeiro, Clarice Pinheiro; Sagrillo, Michele Rorato; de Souza Filho, Olmiro Cezimbra; Machado Garcia, Luiz Filipe; Manica-Cattani, Maria Fernanda; Ribeiro, Euler Esteves; Manica da Cruz, Ivana Beatrice","Antimicrobial activity of Amazon Astrocaryum aculeatum extracts and its association to oxidative metabolism","MICROBIOLOGICAL RESEARCH","2014.0","10.1016/j.micres.2013.06.006","Article","Univ Fed Santa Maria, Programa Posgrad Farmacol, Ctr Ciencias Saude, Santa Maria, RS, BrazilCtr Univ Franciscano, Programa Posgrad Nanociencias, Santa Maria, RS, BrazilUniv Fed Santa Maria, Lab Biogenom, Dept Morfol, Ctr Ciencias Saude, Santa Maria, RS, BrazilUniv Fed Santa Maria, Programa Posgrad Bioquim Toxicol, Ctr Ciencias Nat & Exatas, Santa Maria, RS, BrazilUniv Estado Amazonas, Univ Aberta Terceira Idade, Sao Jose, AM, BrazilCtr Univ Franciscano, Lab Pesquisa Microbiol Ciencias Saude, Santa Maria, RS, Brazil","Ctr Univ FranciscanoCtr Univ Franciscano","Brazil"
"Nobre da Cruz, Carolinie Batista; Pieri, Fabio Alessandro; Carvalho-Zilse, Gislene Almeida; Orlandi, Patricia Puccinelli; Nunes-Silva, Carlos Gustavo; Leomil, Luciana","Antimicrobial activity of honeys from two stingless honeybee species and Apis mellifera (Hymenoptera: Apidae) against pathogenic microorganisms","ACTA AMAZONICA","2014.0","10.1590/S0044-59672014000200015","Article","Univ Fed Amazonas, Programa Posgrad Biotecnol, BR-69077000 Manaus, Amazonas, BrazilFundacao Oswaldo Cruz, Inst Leonidas & Maria Deane, BR-69057070 Manaus, Amazonas, BrazilInst Nacl de Pesquisas da Amazonia, Coordenacao Pesquisas Ciencias Agronom, BR-69083000 Manaus, Amazonas, Brazil",NA,"Brazil"
"Wisintainer, Gabrielle G. N. S.; Simoes, Evelyne R. B.; Lemos, Telma L. G.; Moura, Sidnei; Souza, Luciana G. S.; Fonseca, Aluisio M.; Moraes, Manoel Odorico; Pessoa, Claudia; Roesch-Ely, Mariana; Henriques, Joao A. P.","Biflorin: an o-naphthoquinone of clinical significance","ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS","2014.0","10.1590/0001-3765201420140085","Article","Univ Caxias Sul, Inst Biotecnol, Lab Genom Proteom & Reparo DNA, BR-95070560 Caxias Do Sul, RS, BrazilUniv Caxias Sul, Inst Biotecnol, Lab Biotecnol Prod Nat & Sintet, BR-95070560 Caxias Do Sul, RS, BrazilUniv Fed Ceara, Fac Med, Dept Fisiol & Farmacol, Expt Oncol Lab, BR-60430270 Fortaleza, Ceara, BrazilUniv Fed Ceara, Dept Quim Organ & Inorgan, BR-60021940 Fortaleza, Ceara, BrazilUniv Fed Ceara, Dept Fisiol & Farmacol, BR-60430270 Fortaleza, Ceara, BrazilUniv Integracao Int Lusofonia Afrobrasileira, Inst Ciencias Exatas & Nat, BR-62785000 Acarape, CE, Brazil",NA,"Brazil"
"Guerrini, A.; Rossi, D.; Grandini, A.; Scalvenzi, L.; Rivera, P. F. Noriega; Andreotti, E.; Tacchini, M.; Spagnoletti, A.; Poppi, I.; Maietti, S.; Sacchetti, G.","Biological and chemo-diverse characterization of Amazonian (Ecuador) Citrus petitgrains","JOURNAL OF APPLIED BOTANY AND FOOD QUALITY","2014.0","10.5073/JABFQ.2014.087.017","Article","Univ Ferrara, Dept Life Sci & Biotechnol SVeB, I-44121 Ferrara, ItalyUniv Estatal Amazon, Puyo, Pastaza, EcuadorUniv Politecn Salesiana, Ctr Invest & Valorac Biodiversidad CIVABI, Wilson, Quito, EcuadorUniv Modena & Reggio Emilia, Dept Life Sci, Modena, Italy","Univ Estatal Amazon","Ecuador"
"Toledo, Dayand; Mutis, Ana; Hormazabal, Emilio; Palma, Ruben; Parada, Maribel; Scheuermann, Erick; Quiroz, Andres","Chemical composition and antibacterial activity of Laureliopsis philippiana (Looser) essential oil","BOLETIN LATINOAMERICANO Y DEL CARIBE DE PLANTAS MEDICINALES Y AROMATICAS","2014.0",NA,"Article","Univ La Frontera, Temuco, ChileUniv La Frontera, Fac Ingn Ciencia & Adm, Dept Ciencias Quim & Recursos Nat, Temuco, ChileUniv La Frontera, Fac Ingn Ciencia & Adm, Dept Ingn Quim, Temuco, ChileUniv La Frontera, Fac Ciencias Agr & Forestales, Dept Ciencias Agron & Recursos Nat, Temuco, ChileUniv Talca, Inst Biol Vegetal & Biotecnol, Lab Interacc Insecto Planta, Talca, Chile",NA,"Chile"
"Cole, E. R.; dos Santos, R. B.; Lacerda Junior, V.; Martins, J. D. L.; Greco, S. J.; Cunha Neto, A.","Chemical composition of essential oil from ripe fruit of Schinus terebinthifolius Raddi and evaluation of its activity against wild strains of hospital origin","BRAZILIAN JOURNAL OF MICROBIOLOGY","2014.0","10.1590/S1517-83822014000300009","Article","Univ Fed Espirito Santo, Dept Chem, BR-29075910 Vitoria, ES, BrazilUniv Vila Velha, Dept Farm, Vila Velha, ES, Brazil",NA,"Brazil"
"Bataglion, Giovana A.; da Silva, Felipe M. A.; Santos, Jandyson M.; dos Santos, Fabio N.; Barcia, Milene T.; de Lourenco, Caroline C.; Salvador, Marcos J.; Godoy, Helena T.; Eberlin, Marcos N.; Koolen, Hector H. F.","Comprehensive characterization of lipids from Amazonian vegetable oils by mass spectrometry techniques","FOOD RESEARCH INTERNATIONAL","2014.0","10.1016/j.foodres.2014.07.011","Article","Univ Campinas UNICAMP, Inst Chem, Thomson Mass Spectrometry Lab, BR-13083970 Campinas, SP, BrazilFed Univ Amazonas UFAM, Dept Chem, BR-69077000 Manaus, Amazonas, BrazilUniv Campinas UNICAMP, Fac Food Engn, Dept Food Sci, BR-13083862 Campinas, SP, BrazilUniv Campinas UNICAMP, Inst Biol, Pharm Course, BTPB, BR-13083970 Campinas, SP, Brazil",NA,"Brazil"
"Hiradeve, Sachin M.; Rangari, Vinod D.","Elephantopus scaber Linn.: A review on its ethnomedical, phytochemical and pharmacological profile","JOURNAL OF APPLIED BIOMEDICINE","2014.0","10.1016/j.jab.2014.01.008","Review","Guru Ghasidas Vishwavidyalaya, Sch Pharmaceut Sci, Bilaspur 495009, Chhattisgarh, India",NA,"Other"
"dos Banhos, Elissandro Fonseca; Lima de Souza, Antonia Queiroz; de Andrade, Juliano Camurca; Leao de Souza, Afonso Duarte; Ferreira Koolen, Hector Henrique; Albuquerque, Patricia Melchionna","Endophytic fungi from Myrcia guianensis at the Brazilian Amazon: Distribution and bioactivity","BRAZILIAN JOURNAL OF MICROBIOLOGY","2014.0","10.1590/S1517-83822014005000027","Article","Fed Univ Western Para, Biol Program, BR-68040070 Santarem, PA, BrazilUniv Estado Amazonas, Lab Genet, Escola Ciencias Saude, Programa Posgrad Biotecnol & Recursos Nat Amazoni, Manaus, Amazonas, BrazilUniv Estado Amazonas, Escola Tecnol, Lab Quim Aplicada & Tecnol, Manaus, Amazonas, BrazilUniv Fed Amazonas, Dept Quim, Manaus, Amazonas, BrazilUniv Estadual Campinas, Inst Quim, Campinas, SP, BrazilUniv Estado Amazonas, Lab Quim Aplicada & Tecnol, Escola Tecnol, Programa Posgrad Biotecnol & Recursos Nat Amazoni, Manaus, Amazonas, Brazil",NA,"Brazil"
"Oliveira, Danila R.; Leitao, Gilda G.; Fernandes, Patritia D.; Leitao, Suzana G.","Ethnopharmacological studies of Lippia origanoides","REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY","2014.0","10.1016/j.bjp.2014.03.001","Article","Univ Fed Rio de Janeiro, Ctr Ciencias Saude, Fac Farm, Dept Prod Nat & Alimentos, Rio De Janeiro, RJ, BrazilUniv Fed Rio de Janeiro, Ctr Ciencias Saude, Nucleo Pesquisas Prod Nat, Rio De Janeiro, RJ, BrazilUniv Fed Rio de Janeiro, Inst Ciencias Biomed, Rio De Janeiro, RJ, Brazil",NA,"Brazil"
"Chavasco, Juliana Moscardini; Muniz Prado E Feliphe, Barbara Helena; Cerdeira, Claudio Daniel; Leandro, Fabricio Damasceno; Leomil Coelho, Luiz Felipe; da Silva, Jeferson Junior; Chavasco, Jorge Kleber; Tranches Dias, Amanda Latercia","EVALUATION OF ANTIMICROBIAL AND CYTOTOXIC ACTIVITIES OF PLANT EXTRACTS FROM SOUTHERN MINAS GERAIS CERRADO","REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO","2014.0","10.1590/S0036-46652014000100002","Article","Univ Fed Alfenas, Dept Microbiol & Immunol, Inst Biomed Sci, Alfenas, MG, Brazil",NA,"Brazil"
"Pitondo-Silva, Andre; Martins, Vinicius Vicente; Tonelli Fernandes, Ana Flavia; Stehling, Eliana Guedes","High level of resistance to Aztreonam and Ticarcillin in Pseudomonas aeruginosa isolated from soil of different crops in Brazil","SCIENCE OF THE TOTAL ENVIRONMENT","2014.0","10.1016/j.scitotenv.2013.12.021","Article","Univ Sao Paulo, Fac Ciencias Farmaceut Ribeirao Preto, Dept Anal Clin Toxicol & Bromatol, Ribeirao Preto, Brazil",NA,"Brazil"
"Andrade, C. R. G.; Souza, M. R.; Penna, C. F. A. M.; Acurcio, L. B.; St'Anna, F. M.; Castro, R. D.; Oliveira, D. L. S.","In vitro probiotic properties of Lactobacillus spp. isolated from Minas artisanal cheese from Serra da Canastra - MG","ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA","2014.0","10.1590/1678-6781","Article","Univ Fed Minas Gerais, Escola Vet, Belo Horizonte, MG, BrazilUniv Fed Minas Gerais, Inst Ciencias Biol, Belo Horizonte, MG, Brazil",NA,"Brazil"
"Chieu Anh Ta; Freundorfer, Marie; Thien-Fah Mah; Otarola-Rojas, Marco; Garcia, Mario; Sanchez-Vindas, Pablo; Poveda, Luis; Maschek, J. Alan; Baker, Bill J.; Adonizio, Allison L.; Downum, Kelsey; Durst, Tony; Arnason, John T.","Inhibition of Bacterial Quorum Sensing and Biofilm Formation by Extracts of Neotropical Rainforest Plants","PLANTA MEDICA","2014.0","10.1055/s-0033-1360337","Article","Univ Ottawa, Dept Biol, Lab Anal Nat & Synthet Environm Toxins, Ottawa, ON K1N 6N5, CanadaUniv Ottawa, Dept Biochem Microbiol & Immunol, Ottawa, ON K1N 6N5, CanadaUniv Nacl, Herbario Juvenal Valerio Rodriguez, Heredia, Costa RicaUniv S Florida, Dept Chem, Tampa, FL 33620 USAFlorida Int Univ, Dept Biol Sci, Ctr Ethnobiol & Nat Prod CENaP, Miami, FL 33199 USAUniv Ottawa, Dept Chem, Ottawa, ON K1N 6N5, Canada",NA,"USA"
"Espanha, Livia Greghi; Resende, Flavia Aparecida; Lima Neto, Jose de Sousa; Boldrin, Paula Karina; Nogueira, Catarine Haide; de Camargo, Mariana Santoro; De Grandis, Rone Aparecido; dos Santos, Lourdes Campaner; Vilegas, Wagner; Varanda, Eliana Aparecida","Mutagenicity and antimutagenicity of six Brazilian Byrsonima species assessed by the Ames test","BMC COMPLEMENTARY AND ALTERNATIVE MEDICINE","2014.0","10.1186/1472-6882-14-182","Article","UNESP Sao Paulo State Univ, Fac Pharmaceut Sci Araraquara, Dept Biol Sci, BR-14801902 Sao Paulo, BrazilUNESP Sao Paulo State Univ, Chem Inst Araraquara, Dept Organ Chem, BR-14800900 Sao Paulo, BrazilUNESP Sao Paulo State Univ, Unidade Sao Vicente, BR-11330900 Sao Paulo, Brazil",NA,"Brazil"
"Camiletti, Boris X.; Asensio, Claudia M.; Gimenez Pecci, Maria de la Paz; Lucini, Enrique I.","Natural Control of Corn Postharvest Fungi Aspergillus flavus and Penicillium sp Using Essential Oils from Plants Grown in Argentina","JOURNAL OF FOOD SCIENCE","2014.0","10.1111/1750-3841.12700","Article","UNC, CONICET, Fac Ciencias Agr, RA-5000 Cordoba, ArgentinaUniv Nacl Cordoba, CONICET, IMBIV, Fac Ciencias Agr, RA-5000 Cordoba, ArgentinaINTA, CIAP, Inst Patol Vegetal, Cordoba, Argentina",NA,"Argentina"
"Lopez, Begona Gimenez-Cassina; Schmidt, Eduardo Morgado; Eberlin, Marcos N.; Sawaya, Alexandra C. H. F.","Phytochemical markers of different types of red propolis","FOOD CHEMISTRY","2014.0","10.1016/j.foodchem.2013.09.063","Article","State Univ Campinas UNICAMP, Biosci & Technol Bioact Prod Postgrad Program, Dept Plant Biol, Inst Biol, Campinas, SP, BrazilState Univ Campinas UNICAMP, Inst Chem, Thomson Mass Spectrometry Lab, Campinas, SP, BrazilState Univ Campinas UNICAMP, Pharm Course, Campinas, SP, Brazil",NA,"Brazil"
"Vieira, Denise R. P.; Amaral, Flavia Mam.; Maciel, Marcia C. G.; Nascimento, Flavia R. F.; Liberio, Silvana A.; Rodrigues, Vandllson P.","Plant species used in dental diseases: Ethnopharmacology aspects and antimicrobial activity evaluation","JOURNAL OF ETHNOPHARMACOLOGY","2014.0","10.1016/j.jep.2014.07.021","Article","Univ Fed Maranhao, BR-65077650 Sao Luis, Maranhao, Brazil",NA,"Brazil"
"Boligon, Aline A.; Piana, Mariana; de Brum, Thiele F.; Froeder, Amanda L. F.; Belke, Bianca V.; Schwanz, Thiago G.; Mario, Debora N.; Alves, Sydney H.; Athayde, Margareth L.","Scutia buxifolia Reissek essential oil: in vitro antioxidant and antimicrobial activities","ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS","2014.0","10.1590/0001-3765201420120034","Article","Univ Fed Santa Maria, Ctr Ciencias Saude, Dept Farm Ind, BR-97105900 Santa Maria, RS, BrazilUniv Fed Santa Maria, NAPO, Dept Quim, BR-97105900 Santa Maria, RS, BrazilUniv Fed Santa Maria, Dept Microbiol & Parasitol, Lab Pesquisa Micol, BR-97105900 Santa Maria, RS, Brazil",NA,"Brazil"
"Dos Santos, Delair Silveira; Oberger, Julia Vieira; Niero, Rivaldo; Wagner, Theodoro; Delle Monache, Franco; Cruz, Alexandre Bella; Martin-Quintal, Zhelmy; Cechinel Filho, Valdir","Seasonal phytochemical study and antimicrobial potential of Vetiveria zizanioides roots","ACTA PHARMACEUTICA","2014.0","10.2478/acph-2014-0040","Article","Univ Vale Itajai, Programa Posgrad Ciencias Farmaceut, BR-88302202 Itajai, SC, BrazilUniv Vale Itajai, Nucleo Investigacoes Quim Farmaceut NIQFAR, BR-88302202 Itajai, SC, BrazilUADY, Merida 97150, Mexico",NA,"Brazil"
"Tavares, Luciana de C.; Zanon, Graciane; Weber, Andreia D.; Neto, Alexandre T.; Mostardeiro, Clarice P.; Da Cruz, Ivana B. M.; Oliveira, Raul M.; Ilha, Vinicius; Dalcol, Ionara I.; Morel, Ademir F.","Structure-Activity Relationship of Benzophenanthridine Alkaloids from Zanthoxylum rhoifolium Having Antimicrobial Activity","PLOS ONE","2014.0","10.1371/journal.pone.0097000","Article","Univ Fed Santa Maria, Ctr Res Nat Prod NPPN, BR-97119900 Santa Maria, RS, BrazilUniv Fed Santa Maria, Hlth Sci Ctr, Grad Program Pharmacol, BR-97119900 Santa Maria, RS, BrazilUniv Fed Santa Maria, Grad Program Toxicol Biochem, BR-97119900 Santa Maria, RS, Brazil",NA,"Brazil"
"Vieira, Mariana L. A.; Johann, Susana; Hughes, Frederic M.; Rosa, Carlos A.; Rosa, Luiz H.","The diversity and antimicrobial activity of endophytic fungi associated with medicinal plant Baccharis trimera (Asteraceae) from the Brazilian savannah","CANADIAN JOURNAL OF MICROBIOLOGY","2014.0","10.1139/cjm-2014-0449","Article","Univ Fed Minas Gerais, Inst Biol Sci, Dept Microbiol, BR-31270901 Belo Horizonte, MG, BrazilUniv Fed Minas Gerais, Inst Biol Sci, Dept Biol, BR-31270901 Belo Horizonte, MG, Brazil",NA,"Brazil"
"Zampini, Iris C.; Arias, Myriam E.; Cudmani, Norma; Ordonez, Roxana M.; Isla, Maria I.; Moreno, Silvia","Antibacterial potential of non-volatile constituents of Rosmarinus officinalis against 37 clinical isolates of multidrug-resistant bacteria","BOLETIN LATINOAMERICANO Y DEL CARIBE DE PLANTAS MEDICINALES Y AROMATICAS","2013.0",NA,"Article","Univ Nacl Tucuman, Fac Bioquim Quim & Farm, CONICET, Inst Quim Noroeste Argentino,INQUINOA, San Miguel De Tucuman, ArgentinaHosp Clin Dr Nicolas Avellaneda, San Miguel De Tucuman, ArgentinaConsejo Nacl Invest Cient & Tecn, IIBBA, Fdn Inst Leloir, RA-1033 Buenos Aires, DF, Argentina","Hosp Clin Dr Nicolas Avellaneda","Argentina"
"Farias, Davi Felipe; Souza, Terezinha Maria; Viana, Martonio Ponte; Soares, Bruno Marques; Cunha, Arcelina Pacheco; Vasconcelos, Ilka Maria; Pontes Silva Ricardo, Nagila Maria; Pinheiro Ferreira, Paulo Michel; Maciel Melo, Vania Maria; Urano Carvalho, Ana Fontenele","Antibacterial, Antioxidant, and Anticholinesterase Activities of Plant Seed Extracts from Brazilian Semiarid Region","BIOMED RESEARCH INTERNATIONAL","2013.0","10.1155/2013/510736","Article","Univ Fed Ceara, Dept Bioquim & Biol Mol, BR-60440970 Fortaleza, Ceara, BrazilMaastricht Univ, Netherlands Toxicogenom Ctr, NL-6229 ER Maastricht, NetherlandsUniv Fed Ceara, Fac Med, Dept Fisiol & Farmacol, BR-60430270 Fortaleza, Ceara, BrazilUniv Fed Ceara, Dept Quim Organ & Inorgan, BR-60440970 Fortaleza, Ceara, BrazilUniv Fed Piaui, Dept Ciencias Biol, BR-64600000 Picos, PI, BrazilUniv Fed Piaui, Programa Posgrad Ciencias Farmaceut, BR-64049550 Teresina, PI, BrazilUniv Fed Ceara, Dept Biol, BR-60451970 Fortaleza, Ceara, Brazil",NA,"Brazil"
